Year of arrival at port of disembarkation,Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,VOYAGEID2,Captives arrived at 1st port,Captain's name
1726,16404,Cowslip,Bristol,"Africa, port unspecified",Charleston,,,"Perry, George"
1726,16405,Dispatch,Bristol,Calabar,Rappahannock,,180,"Barry, William"
1726,16406,Dursley Gally,Bristol,,"Jamaica, place unspecified",,,"Harris, Rice"
1725,16407,Elizabeth,Bristol,,"Jamaica, place unspecified",,175,"Green, John"
1725,16408,Fame,Bristol,"Africa, port unspecified","St. Kitts, port unspecified",,134,"Roberts, John"
1726,16409,Freke Gally,Bristol,,Kingston,,,"Tate, John"
1725,16410,Greyhound Gally,Bristol,"Africa, port unspecified",Charleston,,,"Hallden, Edward"
1726,16411,Happy,Bristol,"Africa, port unspecified","Barbados, place unspecified",,154,"Ruddock, John"
1726,16412,Hector Gally,Bristol,,Kingston,,,"Phipps, Benjamin"
1725,16413,Houlton,Bristol,,"Jamaica, place unspecified",,,"Powell, Rice"
1725,16414,Indian Queen,Bristol,"Africa, port unspecified",Charleston,,,"Williams, William"
1726,16415,Little Isaac,Bristol,"Africa, port unspecified","Jamaica, place unspecified",,,"Webb, Samuel"
1726,16416,Jason Gally,Bristol,Calabar,Rappahannock,,228,"Manship, Edward"
1726,16417,John and Betty,Bristol,,"Jamaica, place unspecified",,,"Davis, Timothy"
1726,16418,Lark,Bristol,,"Jamaica, place unspecified",,,"Parker, Henry"
1726,16419,Lenox Gally,Bristol,,"Jamaica, place unspecified",,,"Vance, James"
1725,16420,Little Stephen,Bristol,"Africa, port unspecified","Barbados, place unspecified",,139,"Haskins, William"
1725,16421,Loyal George,Bristol,,"Jamaica, place unspecified",,,"Tucker, Timothy"
1726,16422,Malmsbury,Bristol,Calabar,York River,,155,"Davis, Thomas"
1725,16423,Mary Gally,Bristol,,"Jamaica, place unspecified",,,"Maddox, John"
1725,16424,Mediterranian Gally,Bristol,"Africa, port unspecified","Maryland, port unspecified",,,"Dolman, Thomas"
1725,16425,Nightingale,Bristol,,"Jamaica, place unspecified",,,"Crichton, James"
1726,16426,Norman Gally,Bristol,Calabar,York River,,120,"Bartlett, John"
1726,16427,Oldbury,Bristol,Gambia,"St. Kitts, port unspecified",,152,"Beard, James"
1726,16428,Pearle Gally,Bristol,"Africa, port unspecified",Charleston,,,"Hughes, Jenkin"
1726,16429,Peniel,Bristol,,"Jamaica, place unspecified",,,"Skinner, Thomas<br/> Palmer, John"
1726,16430,Rich Gally,Bristol,,"Jamaica, place unspecified",,,"Hurruie, Thomas"
1726,16431,Robert,Bristol,,"Jamaica, place unspecified",,,"Arding, Richard<br/> Harding, John"
1726,16432,Samuel,Bristol,,"Jamaica, place unspecified",,,"Miller, Thomas"
1725,16433,Serelion,Bristol,"Africa, port unspecified",Charleston,,,"Frazier, Hugh"
1725,16434,Sherley,Bristol,"Africa, port unspecified","Barbados, place unspecified",,235,"Kennedy, William"
1726,16435,Speedwell,Bristol,Calabar,York River,,196,"Clement, Henry<br/> Owen, John"
1726,16436,Susanna,Bristol,,"Jamaica, place unspecified",,,"Wilks, Thomas<br/> Parker, Thomas"
1725,16437,Thomas and Philip,Bristol,,"Jamaica, place unspecified",,,"Goodall, James<br/> Evans, Joseph"
1726,16438,Tryton,Bristol,,"Jamaica, place unspecified",,,"Bayly, John"
1726,16439,Virgin Gally,Bristol,,"Virginia, port unspecified",,269,"Beckford, Posthumous"
1727,16440,Angola,Bristol,"Africa, port unspecified",York River,,177,"Smith, Robert"
1727,16441,Antilope,Bristol,"Africa, port unspecified",York River,,190,"Eustace, James"
1727,16442,Benedicta,Bristol,"Africa, port unspecified",Rappahannock,,108,"Roberts, John"
1727,16443,Berkley,Bristol,,"Jamaica, place unspecified",,,"Hale, John"
1726,16444,Betty,Bristol,Cape Coast Castle,"Jamaica, place unspecified",,,"Edwards, John<br/> Edwards, Thomas"
1727,16445,Cape Benda,Bristol,Loango,York River,,240,"Rooke, George"
1727,16446,Codrington,Bristol,Anomabu,Saint John (Antigua),,139,"Watkins, George"
1727,16447,Commerce,Bristol,"Africa, port unspecified",York River,,232,"Thomas, Abell"
1726,16448,Cornwall,Bristol,"Africa, port unspecified","Barbados, place unspecified",,,"Rall, James"
1726,16449,Delight,Bristol,,Kingston,,,"Stockdale, Peregrine"
1727,16450,Dispatch,Bristol,Calabar,York River,,223,"Barry, William"
1726,16451,Fame,Bristol,"Africa, port unspecified","St. Kitts, port unspecified",,117,"Roberts, John<br/> Saunders"
1726,16452,Greyhound Gally,Bristol,Calabar,York River,,329,"Hallden, Edward"
1727,16453,Happy,Bristol,"Africa, port unspecified",York River,,217,"Evans, George<br/> Ross, John"
1727,16454,Harriot,Bristol,,"Jamaica, place unspecified",,,"Rhodes, John"
1727,16455,Henry Gally,Bristol,,"Jamaica, place unspecified",,,"Evans, Joshua"
1726,16456,Hetty,Bristol,"Africa, port unspecified","Montserrat, port unspecified",,136,"Jackson, Michael"
1726,16457,Illustrious Gally,Bristol,Bonny,Rappahannock,,189,"Murphy, John<br/> Bennett, Anselm"
1727,16458,Joseph and Hanna,Bristol,,"Jamaica, place unspecified",,111,"Holland, William<br/> Cupples, Alexander"
1726,16459,Lark,Bristol,,"Jamaica, place unspecified",,,"Parker, Henry"
1726,16460,Little Joseph,Bristol,"Africa, port unspecified","Barbados, place unspecified",,,"Barry, Thomas"
1726,16461,Loyal George,Bristol,,"Jamaica, place unspecified",,,"Tucker, Timothy"
1727,16462,Mary Gally,Bristol,,"Jamaica, place unspecified",,,"Maddox, John"
1726,16463,Nightingale,Bristol,,Kingston,,,"Clighton, James"
1727,16464,Pearle,Bristol,"Africa, port unspecified",York River,,245,"Hughes, Jenkin"
1727,16465,Redland,Bristol,"Africa, port unspecified",York River,,227,"Bacon, Richard"
1727,16466,Sherley Gally,Bristol,"Africa, port unspecified",Rappahannock,,219,"Kennedy, William"
1727,16467,Susanna,Bristol,"Gold Coast, port unspecified",York River,,202,"Stretton, Joseph"
1727,16468,Tunbridge Gally,Bristol,,"Jamaica, place unspecified",,,"Little, Edward"
1727,16469,America,Bristol,"Africa, port unspecified",Rappahannock,,133,"Marshall, Thomas"
1728,16470,Berkley,Bristol,,Kingston,,350,"Hall, John"
1728,16471,Betty,Bristol,,Kingston,,310,"Kennedy, Thomas"
1728,16472,Bonny,Bristol,"Africa, port unspecified","Virginia, port unspecified",,,"Quirck, Joseph<br/> Smith, Robert"
1728,16473,Bristol Hope,Bristol,"Africa, port unspecified","Barbados, place unspecified",,,"Woolves, Robert<br/> Smith, Joseph"
1727,16474,Cape Benda,Bristol,"Africa, port unspecified","Virginia, port unspecified",,,"Rooke, George"
1728,16475,Castle,Bristol,Calabar,York River,,211,"Montgomery, David"
1728,16476,Dispatch,Bristol,"Africa, port unspecified","Montserrat, port unspecified",,244,"Barry, William"
1727,16477,Freke Gally,Bristol,"Africa, port unspecified","Barbados, place unspecified",,,"Bartlett, John"
1727,16478,Goldfinch,Bristol,,"Jamaica, place unspecified",,233,"Harris, Rice"
1727,16479,Greyhound,Bristol,,"Jamaica, place unspecified",,330,"Hallden, Edward"
1727,16480,Happy,Bristol,"Africa, port unspecified","Virginia, port unspecified",,,"Lewis, Joseph"
1728,16481,Henry,Bristol,,Kingston,,210,"Rowles, Charles"
1727,16482,Hetty,Bristol,"Africa, port unspecified","Montserrat, port unspecified",,131,"Jackson, Michael"
1728,16483,Houlton,Bristol,"Whydah, Ouidah",Kingston,,221,"Powell, Rice"
1728,16484,Indian Queen,Bristol,"Africa, port unspecified","Virginia, port unspecified",,332,"Williams, William"
1728,16485,Little Jenny,Bristol,,Kingston,,192,"Webb, Samuel"
1728,16486,Jason,Bristol,,Kingston,,300,"Manship, Edward"
1727,16487,Lark,Bristol,,"Jamaica, place unspecified",,170,"Parker, Henry"
1727,16488,Little John,Bristol,"Africa, port unspecified","Barbados, place unspecified",,,"Barry, William"
1728,16489,Little Joseph,Bristol,,Kingston,,150,"Carr, Alexander<br/> Evans, Joseph"
1728,16490,Loyal George,Bristol,Bonny,Kingston,,,"Tucker, Timothy"
1728,16491,Mary,Bristol,,Kingston,,360,"Maddox, John"
1727,16492,Mediterranean,Bristol,"Africa, port unspecified",Charleston,,,"Dolman, Thomas"
1728,16493,Oldbury,Bristol,"Africa, port unspecified","Jamaica, place unspecified",,217,"Beard, James"
1727,16494,Peniel,Bristol,,"Jamaica, place unspecified",,,"Cleighton, James"
1728,16495,Philippa,Bristol,,Kingston,,170,"Barnett, Daniel"
1727,16496,Princess,Bristol,"Africa, port unspecified","Barbados, place unspecified",,,"Roach, Edward"
1728,16497,Recovery,Bristol,"Africa, port unspecified","Barbados, place unspecified",,202,"Wilson, James"
1728,16498,Robert,Bristol,"Africa, port unspecified",Kingston,,220,"King, Story"
1728,16499,Serelion,Bristol,"Africa, port unspecified",Newcastle (Nevis),,158,"Wilks, Thomas"
1728,16500,Shepherd,Bristol,"Whydah, Ouidah",Kingston,,295,"Hodges, John<br/> Smith, John"
1727,16501,Stratford,Bristol,"Africa, port unspecified","Barbados, place unspecified",,,"Jefferis, William"
1728,16503,Virgin,Bristol,"Africa, port unspecified","Barbados, place unspecified",,,"Frazer, Hugh"
1728,16504,America,Bristol,"Africa, port unspecified","Barbados, place unspecified",,,"Marshall, Thomas"
1728,16505,Antilope,Bristol,"Africa, port unspecified","Barbados, place unspecified",,307,"Eustace, James"
1728,16506,Benedicta,Bristol,Gambia,"Virginia, port unspecified",,,"Raymond, Arthur"
1729,16507,Berkley Gally,Bristol,,Kingston,,300,"Hall, John"
1728,16508,Bonny,Bristol,"Africa, port unspecified",Saint John (Antigua),,,"Smith, Robert"
1728,16509,Cape Benda,Bristol,"Africa, port unspecified",,,,"Rooke, George"
1729,16510,Castle,Bristol,Calabar,Kingston,,268,"Montgomery, David"
1728,16511,Commerce,Bristol,Calabar,"Barbados, place unspecified",,240,"Thomas, Abell"
1729,16512,Content,Bristol,"Africa, port unspecified","Virginia, port unspecified",,320,"Adlam, Charles"
1729,16513,Cornwall,Bristol,Calabar,Kingston,,330,"Rawle, James"
1729,16514,Dispatch,Bristol,"Africa, port unspecified","Montserrat, port unspecified",,194,"Barry, William"
1729,16515,Duchess of Portland,Bristol,"Africa, port unspecified",Kingston,,385,"Rogers, Owen<br/> Ruddock, John"
1729,16516,Ferrett,Bristol,"Africa, port unspecified",Santa Marta,,,"Callahan, Michael"
1729,16517,Freke Gally,Bristol,,Kingston,[107172],360,"Bartlett, John"
1728,16518,Goldfinch,Bristol,"Africa, port unspecified","Barbados, place unspecified",,280,"Harris, Rice"
1728,16519,Greyhound,Bristol,"Africa, port unspecified","Jamaica, place unspecified",,,"Hallden, Edward"
1728,16520,Hayman,Bristol,,Kingston,,333,"Lilburne, George"
1729,16521,Henry,Bristol,"Gold Coast, port unspecified",Kingston,,220,"Rowles, Charles"
1729,16522,Isaac,Bristol,,Kingston,,193,"Webb, Samuel"
1729,16523,Jason,Bristol,,Kingston,,365,"Manship, Edward<br/> Taggart, John"
1729,16524,Joseph and Hannah,Bristol,,Kingston,,196,"Cupples, Alexander"
1728,16525,Lark,Bristol,"Gold Coast, port unspecified",Kingston,,195,"Parker, Henry"
1729,16526,Lively Brigantine,Bristol,,Kingston,,240,"Jackson, Michael"
1729,16527,Royal George,Bristol,Bonny,"Barbados, place unspecified",,220,"Tucker, Timothy"
1728,16528,Malmsbury,Bristol,"Africa, port unspecified",Newcastle (Nevis),,,"Smith, James"
1728,16529,Mediterranean,Bristol,,Kingston,,303,"Dolman, Thomas"
1729,16530,Mercury,Bristol,,Kingston,,279,"Pritchard, Joseph"
1729,16531,Oldbury,Bristol,"Africa, port unspecified","Barbados, place unspecified",,303,"Beard, James"
1728,16532,Pearle,Bristol,"Africa, port unspecified",Charleston,,355,"Hughes, Jenkin"
1729,16533,Peniell Gally,Bristol,,Kingston,,249,"Crichton, James"
1729,16534,Princess,Bristol,Bonny,,,,"Roach, Edward"
1728,16535,Recovery,Bristol,"Africa, port unspecified","Barbados, place unspecified",,202,"Wilson, John"
1729,16536,Recovery,Bristol,"Africa, port unspecified","Barbados, place unspecified",,189,"Evans, John"
1729,16537,Roebuck,Bristol,,Kingston,,230,"Bird, Jasper"
1729,16538,Robert,Bristol,"Africa, port unspecified","Hispaniola, unspecified",,,"King, Story"
1729,16539,Ruby,Bristol,"Gold Coast, port unspecified",Kingston,,238,"Harding, John"
1728,16540,Serleon,Bristol,"Africa, port unspecified",Charleston,,225,"Wilks, Thomas"
1729,16541,Sherley Gally,Bristol,,Kingston,,194,"Kennedy, William"
1728,16542,Susanna,Bristol,"Africa, port unspecified","Barbados, place unspecified",,244,"Rowe, Thomas"
1728,16543,Susannah,Bristol,Banana Islands,"Barbados, place unspecified",,37,"Allen, Christopher<br/> Newth, James"
1729,16544,Tunbridge,Bristol,Calabar,Kingston,,300,"Little, Edward"
1729,16545,Virgin,Bristol,"Gold Coast, port unspecified",Kingston,,274,"Frazer, Hugh"
1729,16546,William,Bristol,"Africa, port unspecified",,,,"Barry, Thomas"
1730,16547,Ann,Bristol,Anomabu,"Jamaica, place unspecified",,,"Straton, Joseph"
1730,16548,Antilope,Bristol,Bonny,"Jamaica, place unspecified",,,"Eustace, James"
1729,16549,Aurora,Bristol,,Kingston,,270,"Davis, Thomas"
1730,16550,Batchelors Delight,Bristol,Bonny,Kingston,,276,"Bradshaw, John"
1730,16551,Benedicta,Bristol,Anomabu,Kingston,,185,"Raymond, Arthur"
1730,16552,Betty,Bristol,Anomabu,Kingston,,321,"Kennedy, Thomas"
1730,16553,Bonny,Bristol,Bonny,"St. Kitts, port unspecified",,230,"Smith, Robert"
1729,16554,Bridgett,Bristol,"West Central Africa and St. Helena, port unspecified",Kingston,,286,"Clark, William"
1730,16555,Cato,Bristol,Calabar,"Barbados, place unspecified",,350,"Marshall, Thomas"
1729,16556,Commerce,"Barbados, place unspecified","Africa, port unspecified","Barbados, place unspecified",,153,"Thomas, Abell"
1730,16557,Concord,Bristol,,"Jamaica, place unspecified",,,"Moore, Samuel"
1730,16558,Content,Bristol,Bonny,York River,,266,"Adlam, Charles"
1730,16559,Cornwall,Bristol,Bonny,"Jamaica, place unspecified",,,"Rawle, James"
1730,16560,Duchess of Portland,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, place unspecified",,475,"Bird, Japhet"
1729,16561,Eleonora,Bristol,Calabar,"St. Kitts, port unspecified",,,"Lacey, Jacob"
1730,16562,George,Bristol,,"Jamaica, place unspecified",,180,"Bingley, Edward"
1729,16563,Goldfinch,Bristol,Calabar,Kingston,,244,"Harris, Rice"
1730,16564,Greyhound,Bristol,Bonny,Charleston,,332,"Hallden, Edward"
1730,16565,Happy,Bristol,"Africa, port unspecified","Barbados, place unspecified",,67,"Hoskins, William"
1729,16566,Hayman,Bristol,,Kingston,,440,"Straton, Thomas"
1730,16567,Henry,Bristol,Anomabu,"Jamaica, place unspecified",,,"Rowles, Samuel"
1729,16568,Indian Queen,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Barbados, place unspecified",,270,"Williams, William"
1730,16569,Isaac,Bristol,Anomabu,"Jamaica, place unspecified",,,"Webb, Samuel"
1729,16570,Jamaica,Bristol,"Africa, port unspecified","St. Kitts, port unspecified",,190,"Quircke, Thomas"
1730,16571,Jenny,Bristol,"Africa, port unspecified","St. Kitts, port unspecified",,,"Bryan, Edward"
1730,16572,John and Betty,Bristol,,"Jamaica, place unspecified",,,"Kennedy, William"
1729,16573,John and Betty,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Kingston,,150,"Clarke, Francis"
1729,16574,John and Sarah,Bristol,"Africa, port unspecified","Barbados, place unspecified",,329,"Wilson, John"
1729,16576,Lark,Bristol,"Gold Coast, port unspecified",Kingston,,190,"Parker, Henry"
1730,16577,Levant,Bristol,Anomabu,"Jamaica, place unspecified",,,"Oliver, William"
1729,16578,Little Joseph,Bristol,,Kingston,,118,"Bibbie, Robert"
1730,16579,Lively,Bristol,"Africa, port unspecified","Jamaica, place unspecified",,,"Jackson, Michael"
1730,16580,Lyon,Bristol,,"Jamaica, place unspecified",,,"Bowen, Evan"
1729,16581,Mary,Bristol,,Kingston,,360,"Maddox, John"
1729,16582,Nancy,Bristol,"Africa, port unspecified",Saint John (Antigua),,,"Alleyn, Christopher"
1730,16583,Nightingale,Bristol,,"Jamaica, place unspecified",,,"Harkins, Richard"
1730,16584,Oldbury,Bristol,Bonny,"Jamaica, place unspecified",,256,"Beard, James"
1730,16585,Pearl,Bristol,"West Central Africa and St. Helena, port unspecified","Barbados, place unspecified",,335,"Hughes, Jenkin"
1730,16586,Peniell,Bristol,Anomabu,Kingston,,280,"Crichton, James"
1730,16587,Phoenix,Bristol,"Gold Coast, port unspecified",Kingston,,,"Arthur, David"
1730,16588,Recovery,Bristol,"Africa, port unspecified","Barbados, place unspecified",,233,"Wilks, Thomas<br/> Blakeway"
1730,16589,Roebuck,Bristol,"West Central Africa and St. Helena, port unspecified","Jamaica, place unspecified",,233,"Haig, Isaac"
1730,16590,Sierra Leone,Bristol,Gambia,"Jamaica, place unspecified",,175,"Jenkins, Parnon"
1729,16591,Shepherd,Bristol,"Gold Coast, port unspecified",Kingston,,350,"Smith, John<br/> Smith, Thomas"
1729,16592,Susanah,"Barbados, place unspecified",Sierra Leone estuary,"Barbados, place unspecified",,119,"Newth, James"
1729,16593,Susanna,Bristol,Calabar,"Barbados, place unspecified",,269,"Rowe, Thomas"
1730,16594,Union,Bristol,Bonny,"Jamaica, place unspecified",,,"Dolman, Thomas"
1713,16595,Portobello Merchant,"Jamaica, place unspecified","Gold Coast, port unspecified",Kingston,,250,"Benn, Robert"
1730,16601,Africa,Bristol,"Gold Coast, port unspecified","Jamaica, place unspecified",,,"Smith, Richard"
1730,16602,Amoretta,Bristol,"West Central Africa and St. Helena, port unspecified",Charleston,,204,"Alexander, William<br/> Jones, David"
1731,16603,Ann,Bristol,,"Jamaica, place unspecified",,,"Stretton, Joseph<br/> Prothero, Philip"
1731,16604,Antelope,Bristol,"Africa, port unspecified","Virginia, port unspecified",,,"Eustace, James<br/> Ballance"
1730,16605,Aurora Gally,Bristol,"Africa, port unspecified","Barbados, place unspecified",,370,"Davis, Thomas"
1730,16606,Batchelors Delight,Bristol,"Africa, port unspecified","Jamaica, place unspecified",,,"Bradshaw, John"
1730,16607,Bath,Bristol,Bonny,Saint John (Antigua),,,"Badcock, Charles"
1731,16608,Benedicta,Bristol,,"Jamaica, place unspecified",,,"Raymond, Arthur"
1730,16609,Berkley,Bristol,"Gold Coast, port unspecified","Jamaica, place unspecified",,,"Stockdale, Peregrine"
1730,16610,Betty Gally,Bristol,Gallinhas,"Jamaica, place unspecified",,,"Gilbert, James"
1731,16611,Biddy,Bristol,"Africa, port unspecified","Puerto Rico, port unspecified",,130,"Roberts, John"
1731,16612,Blackmoor,Bristol,Loango,"Jamaica, place unspecified",,,"Cupples, Alexander<br/> Bond, William"
